debate_id,condition,topic_id,topicQuestion,round,player,belief_value,influence,confidence,delta_belief
6996edde967b343cf63582e5,firm,1,Should we use ChatGPT for homework?,0,player1,75.0,0,0.0,0.0
6996edde967b343cf63582e5,firm,1,Should we use ChatGPT for homework?,1,player1,89.0,0,84.0,14.0
6996edde967b343cf63582e5,firm,1,Should we use ChatGPT for homework?,2,player1,85.0,0,84.0,-4.0
6996edde967b343cf63582e5,firm,1,Should we use ChatGPT for homework?,3,player1,91.0,0,93.0,6.0
6996edde967b343cf63582e5,firm,1,Should we use ChatGPT for homework?,4,player1,88.0,0,87.0,-3.0
6996edde967b343cf63582e5,firm,1,Should we use ChatGPT for homework?,1,player2,70.0,30,80.0,0.0
6996edde967b343cf63582e5,firm,1,Should we use ChatGPT for homework?,2,player2,80.0,20,85.0,10.0
6996edde967b343cf63582e5,firm,1,Should we use ChatGPT for homework?,3,player2,70.0,20,80.0,-10.0
6996edde967b343cf63582e5,firm,1,Should we use ChatGPT for homework?,4,player2,70.0,30,80.0,0.0
6996f18b967b343cf635a9d0,firm,1,Should we use ChatGPT for homework?,0,player1,0.0,0,0.0,0.0
6996f18b967b343cf635a9d0,firm,1,Should we use ChatGPT for homework?,1,player1,0.0,0,94.0,0.0
6996f18b967b343cf635a9d0,firm,1,Should we use ChatGPT for homework?,2,player1,9.0,31,89.0,9.0
6996f18b967b343cf635a9d0,firm,1,Should we use ChatGPT for homework?,3,player1,50.0,100,49.0,41.0
6996f18b967b343cf635a9d0,firm,1,Should we use ChatGPT for homework?,4,player1,55.0,98,51.0,5.0
6996f18b967b343cf635a9d0,firm,1,Should we use ChatGPT for homework?,5,player1,26.0,0,83.0,-29.0
6996f18b967b343cf635a9d0,firm,1,Should we use ChatGPT for homework?,1,player2,100.0,10,90.0,0.0
6996f18b967b343cf635a9d0,firm,1,Should we use ChatGPT for homework?,2,player2,85.0,20,90.0,-15.0
6996f18b967b343cf635a9d0,firm,1,Should we use ChatGPT for homework?,3,player2,100.0,20,85.0,15.0
6996f18b967b343cf635a9d0,firm,1,Should we use ChatGPT for homework?,4,player2,85.0,20,90.0,-15.0
6996f18b967b343cf635a9d0,firm,1,Should we use ChatGPT for homework?,5,player2,80.0,20,85.0,-5.0
6998263bd67f336ab65b9226,firm,2,Does pineapple belong on pizza?,0,player1,100.0,0,0.0,0.0
6998263bd67f336ab65b9226,firm,2,Does pineapple belong on pizza?,1,player1,50.0,63,100.0,-50.0
6998263bd67f336ab65b9226,firm,2,Does pineapple belong on pizza?,2,player1,50.0,0,100.0,0.0
6998263bd67f336ab65b9226,firm,2,Does pineapple belong on pizza?,3,player1,50.0,0,100.0,0.0
6998263bd67f336ab65b9226,firm,2,Does pineapple belong on pizza?,4,player1,50.0,0,100.0,0.0
6998263bd67f336ab65b9226,firm,2,Does pineapple belong on pizza?,1,player2,70.0,20,80.0,0.0
6998263bd67f336ab65b9226,firm,2,Does pineapple belong on pizza?,2,player2,90.0,10,85.0,20.0
6998263bd67f336ab65b9226,firm,2,Does pineapple belong on pizza?,3,player2,30.0,20,70.0,-60.0
6998263bd67f336ab65b9226,firm,2,Does pineapple belong on pizza?,4,player2,80.0,20,90.0,50.0
69996a9c45ee5dbe08823c32,firm,1,Should we use ChatGPT for homework?,0,player1,0.0,0,0.0,0.0
69996a9c45ee5dbe08823c32,firm,1,Should we use ChatGPT for homework?,1,player1,85.0,10,85.0,85.0
69996a9c45ee5dbe08823c32,firm,1,Should we use ChatGPT for homework?,2,player1,85.0,0,80.0,0.0
69996a9c45ee5dbe08823c32,firm,1,Should we use ChatGPT for homework?,3,player1,90.0,0,83.0,5.0
69996a9c45ee5dbe08823c32,firm,1,Should we use ChatGPT for homework?,4,player1,85.0,5,85.0,-5.0
69996a9c45ee5dbe08823c32,firm,1,Should we use ChatGPT for homework?,1,player2,100.0,10,90.0,0.0
69996a9c45ee5dbe08823c32,firm,1,Should we use ChatGPT for homework?,2,player2,80.0,30,85.0,-20.0
69996a9c45ee5dbe08823c32,firm,1,Should we use ChatGPT for homework?,3,player2,80.0,30,85.0,0.0
69996a9c45ee5dbe08823c32,firm,1,Should we use ChatGPT for homework?,4,player2,85.0,20,90.0,5.0
699c85000c3554f34686feda,firm,1,Should we use ChatGPT for homework?,0,player1,50.0,0,0.0,0.0
699c85000c3554f34686feda,firm,1,Should we use ChatGPT for homework?,1,player1,25.0,0,70.0,-25.0
699c85000c3554f34686feda,firm,1,Should we use ChatGPT for homework?,2,player1,30.0,20,60.0,5.0
699c85000c3554f34686feda,firm,1,Should we use ChatGPT for homework?,3,player1,21.0,0,65.0,-9.0
699c85000c3554f34686feda,firm,1,Should we use ChatGPT for homework?,4,player1,50.0,0,65.0,29.0
699c85000c3554f34686feda,firm,1,Should we use ChatGPT for homework?,1,player2,80.0,30,85.0,0.0
699c85000c3554f34686feda,firm,1,Should we use ChatGPT for homework?,2,player2,80.0,20,75.0,0.0
699c85000c3554f34686feda,firm,1,Should we use ChatGPT for homework?,3,player2,80.0,20,85.0,0.0
699c85000c3554f34686feda,firm,1,Should we use ChatGPT for homework?,4,player2,80.0,30,85.0,0.0
699c85000c3554f34686feda,firm,1,Should we use ChatGPT for homework?,5,player2,85.0,30,80.0,5.0
699c883e0c3554f34686ff73,firm,2,Does pineapple belong on pizza?,0,player1,50.0,0,0.0,0.0
699c883e0c3554f34686ff73,firm,2,Does pineapple belong on pizza?,1,player1,64.0,14,50.0,14.0
699c883e0c3554f34686ff73,firm,2,Does pineapple belong on pizza?,2,player1,68.0,0,56.0,4.0
699c883e0c3554f34686ff73,firm,2,Does pineapple belong on pizza?,3,player1,71.0,6,59.0,3.0
699c883e0c3554f34686ff73,firm,2,Does pineapple belong on pizza?,4,player1,68.0,4,62.0,-3.0
699c883e0c3554f34686ff73,firm,2,Does pineapple belong on pizza?,1,player2,80.0,20,85.0,0.0
699c883e0c3554f34686ff73,firm,2,Does pineapple belong on pizza?,2,player2,30.0,20,70.0,-50.0
699c883e0c3554f34686ff73,firm,2,Does pineapple belong on pizza?,3,player2,30.0,20,70.0,0.0
699c883e0c3554f34686ff73,firm,2,Does pineapple belong on pizza?,4,player2,80.0,20,85.0,50.0
699d91f69117de7aca4b9228,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,0,player1,100.0,0,0.0,0.0
699d91f69117de7aca4b9228,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player1,50.0,0,50.0,-50.0
699d91f69117de7aca4b9228,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player1,100.0,0,100.0,50.0
699d91f69117de7aca4b9228,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player1,100.0,0,100.0,0.0
699d91f69117de7aca4b9228,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player1,50.0,0,100.0,-50.0
699d91f69117de7aca4b9228,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player2,70.0,30,80.0,0.0
699d91f69117de7aca4b9228,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player2,70.0,20,80.0,0.0
699d91f69117de7aca4b9228,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player2,70.0,30,80.0,0.0
699d91f69117de7aca4b9228,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player2,70.0,20,80.0,0.0
699d921f9117de7aca4b961e,firm,2,Does pineapple belong on pizza?,0,player1,75.0,0,0.0,0.0
699d921f9117de7aca4b961e,firm,2,Does pineapple belong on pizza?,1,player1,100.0,0,100.0,25.0
699d921f9117de7aca4b961e,firm,2,Does pineapple belong on pizza?,2,player1,100.0,0,100.0,0.0
699d921f9117de7aca4b961e,firm,2,Does pineapple belong on pizza?,3,player1,100.0,0,100.0,0.0
699d921f9117de7aca4b961e,firm,2,Does pineapple belong on pizza?,4,player1,100.0,0,100.0,0.0
699d921f9117de7aca4b961e,firm,2,Does pineapple belong on pizza?,1,player2,20.0,30,70.0,0.0
699d921f9117de7aca4b961e,firm,2,Does pineapple belong on pizza?,2,player2,70.0,20,80.0,50.0
699d921f9117de7aca4b961e,firm,2,Does pineapple belong on pizza?,3,player2,80.0,30,85.0,10.0
699d921f9117de7aca4b961e,firm,2,Does pineapple belong on pizza?,4,player2,80.0,20,90.0,0.0
699d958f9117de7aca4bcdb6,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,0,player1,75.0,0,0.0,0.0
699d958f9117de7aca4bcdb6,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player1,85.0,0,86.0,10.0
699d958f9117de7aca4bcdb6,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player1,88.0,0,86.0,3.0
699d958f9117de7aca4bcdb6,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player1,85.0,0,86.0,-3.0
699d958f9117de7aca4bcdb6,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player1,86.0,0,86.0,1.0
699d958f9117de7aca4bcdb6,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player2,70.0,20,80.0,0.0
699d958f9117de7aca4bcdb6,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player2,70.0,20,80.0,0.0
699d958f9117de7aca4bcdb6,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player2,70.0,20,80.0,0.0
699d958f9117de7aca4bcdb6,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player2,80.0,20,85.0,10.0
699d95d89117de7aca4bce25,firm,1,Should we use ChatGPT for homework?,0,player1,25.0,0,0.0,0.0
699d95d89117de7aca4bce25,firm,1,Should we use ChatGPT for homework?,1,player1,34.0,31,77.0,9.0
699d95d89117de7aca4bce25,firm,1,Should we use ChatGPT for homework?,2,player1,50.0,33,77.0,16.0
699d95d89117de7aca4bce25,firm,1,Should we use ChatGPT for homework?,3,player1,50.0,0,77.0,0.0
699d95d89117de7aca4bce25,firm,1,Should we use ChatGPT for homework?,4,player1,50.0,0,77.0,0.0
699d95d89117de7aca4bce25,firm,1,Should we use ChatGPT for homework?,1,player2,100.0,10,90.0,0.0
699d95d89117de7aca4bce25,firm,1,Should we use ChatGPT for homework?,2,player2,85.0,20,90.0,-15.0
699d95d89117de7aca4bce25,firm,1,Should we use ChatGPT for homework?,3,player2,100.0,20,85.0,15.0
699d95d89117de7aca4bce25,firm,1,Should we use ChatGPT for homework?,4,player2,80.0,20,85.0,-20.0
699da8674b602e9f5e16ea5e,firm,2,Does pineapple belong on pizza?,0,player1,75.0,0,0.0,0.0
699da8674b602e9f5e16ea5e,firm,2,Does pineapple belong on pizza?,1,player1,100.0,0,100.0,25.0
699da8674b602e9f5e16ea5e,firm,2,Does pineapple belong on pizza?,2,player1,100.0,0,100.0,0.0
699da8674b602e9f5e16ea5e,firm,2,Does pineapple belong on pizza?,3,player1,100.0,0,100.0,0.0
699da8674b602e9f5e16ea5e,firm,2,Does pineapple belong on pizza?,4,player1,100.0,0,100.0,0.0
699da8674b602e9f5e16ea5e,firm,2,Does pineapple belong on pizza?,1,player2,30.0,40,70.0,0.0
699da8674b602e9f5e16ea5e,firm,2,Does pineapple belong on pizza?,2,player2,30.0,20,70.0,0.0
699da8674b602e9f5e16ea5e,firm,2,Does pineapple belong on pizza?,3,player2,30.0,20,70.0,0.0
699da8674b602e9f5e16ea5e,firm,2,Does pineapple belong on pizza?,4,player2,80.0,20,90.0,50.0
699da8674b602e9f5e16ea5e,firm,2,Does pineapple belong on pizza?,5,player2,30.0,20,80.0,-50.0
69a3fc81c3f532453c5d1105,firm,1,Should we use ChatGPT for homework?,0,player1,25.0,0,0.0,0.0
69a3fc81c3f532453c5d1105,firm,1,Should we use ChatGPT for homework?,1,player1,0.0,3,79.0,-25.0
69a3fc81c3f532453c5d1105,firm,1,Should we use ChatGPT for homework?,2,player1,4.0,13,79.0,4.0
69a3fc81c3f532453c5d1105,firm,1,Should we use ChatGPT for homework?,3,player1,1.0,3,79.0,-3.0
69a3fc81c3f532453c5d1105,firm,1,Should we use ChatGPT for homework?,4,player1,1.0,0,79.0,0.0
69a3fc81c3f532453c5d1105,firm,1,Should we use ChatGPT for homework?,5,player1,11.0,60,77.0,10.0
69a3fc81c3f532453c5d1105,firm,1,Should we use ChatGPT for homework?,6,player1,0.0,0,88.0,-11.0
69a3fc81c3f532453c5d1105,firm,1,Should we use ChatGPT for homework?,0,player2,100.0,0,0.0,0.0
69a3fc81c3f532453c5d1105,firm,1,Should we use ChatGPT for homework?,1,player2,100.0,10,90.0,0.0
69a3fc81c3f532453c5d1105,firm,1,Should we use ChatGPT for homework?,2,player2,100.0,20,85.0,0.0
69a3fc81c3f532453c5d1105,firm,1,Should we use ChatGPT for homework?,3,player2,100.0,20,85.0,0.0
69a3fc81c3f532453c5d1105,firm,1,Should we use ChatGPT for homework?,4,player2,85.0,20,90.0,-15.0
69a3fc81c3f532453c5d1105,firm,1,Should we use ChatGPT for homework?,5,player2,85.0,30,90.0,0.0
69a3fc81c3f532453c5d1105,firm,1,Should we use ChatGPT for homework?,6,player2,80.0,20,85.0,-5.0
69a3ff46c3f532453c5d7c18,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,0,player1,0.0,0,0.0,0.0
69a3ff46c3f532453c5d7c18,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player1,1.0,2,100.0,1.0
69a3ff46c3f532453c5d7c18,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player1,4.0,12,100.0,3.0
69a3ff46c3f532453c5d7c18,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player1,9.0,26,99.0,5.0
69a3ff46c3f532453c5d7c18,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player1,23.0,87,99.0,14.0
69a3ff46c3f532453c5d7c18,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,5,player1,42.0,93,71.0,19.0
69a3ff46c3f532453c5d7c18,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,0,player2,100.0,0,0.0,0.0
69a3ff46c3f532453c5d7c18,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player2,100.0,20,90.0,0.0
69a3ff46c3f532453c5d7c18,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player2,100.0,20,90.0,0.0
69a3ff46c3f532453c5d7c18,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player2,100.0,20,90.0,0.0
69a3ff46c3f532453c5d7c18,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player2,100.0,20,90.0,0.0
69a3ff46c3f532453c5d7c18,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,5,player2,100.0,10,90.0,0.0
69a4012ac3f532453c5ddc01,firm,1,Should we use ChatGPT for homework?,0,player1,100.0,0,0.0,0.0
69a4012ac3f532453c5ddc01,firm,1,Should we use ChatGPT for homework?,1,player1,98.0,0,95.0,-2.0
69a4012ac3f532453c5ddc01,firm,1,Should we use ChatGPT for homework?,2,player1,98.0,0,95.0,0.0
69a4012ac3f532453c5ddc01,firm,1,Should we use ChatGPT for homework?,3,player1,88.0,0,95.0,-10.0
69a4012ac3f532453c5ddc01,firm,1,Should we use ChatGPT for homework?,4,player1,92.0,0,95.0,4.0
69a4012ac3f532453c5ddc01,firm,1,Should we use ChatGPT for homework?,0,player2,0.0,0,0.0,0.0
69a4012ac3f532453c5ddc01,firm,1,Should we use ChatGPT for homework?,1,player2,90.0,10,85.0,90.0
69a4012ac3f532453c5ddc01,firm,1,Should we use ChatGPT for homework?,2,player2,70.0,30,80.0,-20.0
69a4012ac3f532453c5ddc01,firm,1,Should we use ChatGPT for homework?,3,player2,80.0,20,85.0,10.0
69a4012ac3f532453c5ddc01,firm,1,Should we use ChatGPT for homework?,4,player2,80.0,20,85.0,0.0
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,0,player1,50.0,0,0.0,0.0
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,1,player1,0.0,0,99.0,-50.0
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,2,player1,0.0,0,99.0,0.0
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,3,player1,10.0,55,96.0,10.0
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,4,player1,16.0,20,96.0,6.0
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,5,player1,35.0,65,96.0,19.0
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,6,player1,42.0,78,96.0,7.0
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,7,player1,64.0,78,91.0,22.0
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,0,player2,100.0,0,0.0,0.0
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,1,player2,85.0,10,90.0,-15.0
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,2,player2,100.0,20,85.0,15.0
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,3,player2,85.0,20,90.0,-15.0
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,4,player2,85.0,20,75.0,0.0
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,5,player2,85.0,20,90.0,0.0
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,6,player2,100.0,20,85.0,15.0
69a402e8c3f532453c5e30c5,firm,1,Should we use ChatGPT for homework?,7,player2,100.0,20,90.0,0.0
69a439b5844461e35198637b,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,0,player1,50.0,0,0.0,0.0
69a439b5844461e35198637b,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player1,79.0,0,90.0,29.0
69a439b5844461e35198637b,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player1,86.0,0,100.0,7.0
69a439b5844461e35198637b,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player1,82.0,34,92.0,-4.0
69a439b5844461e35198637b,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player1,92.0,45,92.0,10.0
69a439b5844461e35198637b,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player2,100.0,20,90.0,0.0
69a439b5844461e35198637b,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player2,100.0,20,90.0,0.0
69a439b5844461e35198637b,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player2,80.0,40,75.0,-20.0
69a439b5844461e35198637b,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player2,80.0,30,85.0,0.0
69a68df382bc1c66862d28c6,firm,2,Does pineapple belong on pizza?,0,player1,100.0,0,0.0,0.0
69a68df382bc1c66862d28c6,firm,2,Does pineapple belong on pizza?,1,player1,93.0,16,50.0,-7.0
69a68df382bc1c66862d28c6,firm,2,Does pineapple belong on pizza?,2,player1,92.0,0,50.0,-1.0
69a68df382bc1c66862d28c6,firm,2,Does pineapple belong on pizza?,3,player1,86.0,0,50.0,-6.0
69a68df382bc1c66862d28c6,firm,2,Does pineapple belong on pizza?,4,player1,47.0,59,50.0,-39.0
69a68df382bc1c66862d28c6,firm,2,Does pineapple belong on pizza?,0,player2,0.0,0,0.0,0.0
69a68df382bc1c66862d28c6,firm,2,Does pineapple belong on pizza?,1,player2,85.0,20,90.0,85.0
69a68df382bc1c66862d28c6,firm,2,Does pineapple belong on pizza?,2,player2,70.0,30,80.0,-15.0
69a68df382bc1c66862d28c6,firm,2,Does pineapple belong on pizza?,3,player2,80.0,20,85.0,10.0
69a68df382bc1c66862d28c6,firm,2,Does pineapple belong on pizza?,4,player2,70.0,30,80.0,-10.0
69a7c733811ecc13226f51c9,firm,2,Does pineapple belong on pizza?,0,player1,0.0,0,0.0,0.0
69a7c733811ecc13226f51c9,firm,2,Does pineapple belong on pizza?,1,player1,2.0,10,96.0,2.0
69a7c733811ecc13226f51c9,firm,2,Does pineapple belong on pizza?,2,player1,10.0,97,86.0,8.0
69a7c733811ecc13226f51c9,firm,2,Does pineapple belong on pizza?,3,player1,10.0,62,86.0,0.0
69a7c733811ecc13226f51c9,firm,2,Does pineapple belong on pizza?,4,player1,11.0,37,86.0,1.0
69a7c733811ecc13226f51c9,firm,2,Does pineapple belong on pizza?,0,player2,100.0,0,0.0,0.0
69a7c733811ecc13226f51c9,firm,2,Does pineapple belong on pizza?,1,player2,100.0,10,90.0,0.0
69a7c733811ecc13226f51c9,firm,2,Does pineapple belong on pizza?,2,player2,100.0,10,90.0,0.0
69a7c733811ecc13226f51c9,firm,2,Does pineapple belong on pizza?,3,player2,80.0,30,85.0,-20.0
69a7c733811ecc13226f51c9,firm,2,Does pineapple belong on pizza?,4,player2,100.0,10,90.0,20.0
69a83335bfa2317a36d263ad,firm,1,Should we use ChatGPT for homework?,0,player1,75.0,0,0.0,0.0
69a83335bfa2317a36d263ad,firm,1,Should we use ChatGPT for homework?,1,player1,100.0,0,90.0,25.0
69a83335bfa2317a36d263ad,firm,1,Should we use ChatGPT for homework?,2,player1,100.0,0,90.0,0.0
69a83335bfa2317a36d263ad,firm,1,Should we use ChatGPT for homework?,3,player1,100.0,0,90.0,0.0
69a83335bfa2317a36d263ad,firm,1,Should we use ChatGPT for homework?,4,player1,50.0,0,90.0,-50.0
69a83335bfa2317a36d263ad,firm,1,Should we use ChatGPT for homework?,1,player2,70.0,30,80.0,0.0
69a83335bfa2317a36d263ad,firm,1,Should we use ChatGPT for homework?,2,player2,80.0,20,85.0,10.0
69a83335bfa2317a36d263ad,firm,1,Should we use ChatGPT for homework?,3,player2,70.0,30,80.0,-10.0
69a83335bfa2317a36d263ad,firm,1,Should we use ChatGPT for homework?,4,player2,70.0,30,80.0,0.0
69a837cebfa2317a36d26707,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,0,player1,0.0,0,0.0,0.0
69a837cebfa2317a36d26707,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player1,10.0,14,92.0,10.0
69a837cebfa2317a36d26707,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player1,5.0,18,92.0,-5.0
69a837cebfa2317a36d26707,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player1,5.0,12,86.0,0.0
69a837cebfa2317a36d26707,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player1,3.0,3,92.0,-2.0
69a837cebfa2317a36d26707,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player2,100.0,20,85.0,0.0
69a837cebfa2317a36d26707,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player2,100.0,20,85.0,0.0
69a837cebfa2317a36d26707,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player2,100.0,20,90.0,0.0
69a837cebfa2317a36d26707,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player2,80.0,20,85.0,-20.0
69ac2bb304a99236e4a014da,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,0,player1,25.0,0,0.0,0.0
69ac2bb304a99236e4a014da,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player1,39.0,50,60.0,14.0
69ac2bb304a99236e4a014da,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player1,30.0,50,65.0,-9.0
69ac2bb304a99236e4a014da,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player1,25.0,50,75.0,-5.0
69ac2bb304a99236e4a014da,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player1,20.0,0,75.0,-5.0
69ac2bb304a99236e4a014da,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,5,player1,20.0,0,75.0,0.0
69ac2bb304a99236e4a014da,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player2,85.0,15,90.0,0.0
69ac2bb304a99236e4a014da,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player2,100.0,20,90.0,15.0
69ac2bb304a99236e4a014da,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player2,100.0,20,90.0,0.0
69ac2bb304a99236e4a014da,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player2,100.0,20,85.0,0.0
69ac2bb304a99236e4a014da,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,5,player2,100.0,20,90.0,0.0
69acf88f5fed646a87b96686,firm,1,Should we use ChatGPT for homework?,0,player1,100.0,0,0.0,0.0
69acf88f5fed646a87b96686,firm,1,Should we use ChatGPT for homework?,1,player1,100.0,0,100.0,0.0
69acf88f5fed646a87b96686,firm,1,Should we use ChatGPT for homework?,2,player1,100.0,0,100.0,0.0
69acf88f5fed646a87b96686,firm,1,Should we use ChatGPT for homework?,3,player1,100.0,0,100.0,0.0
69acf88f5fed646a87b96686,firm,1,Should we use ChatGPT for homework?,4,player1,100.0,0,100.0,0.0
69acf88f5fed646a87b96686,firm,1,Should we use ChatGPT for homework?,1,player2,70.0,30,80.0,0.0
69acf88f5fed646a87b96686,firm,1,Should we use ChatGPT for homework?,2,player2,30.0,40,70.0,-40.0
69acf88f5fed646a87b96686,firm,1,Should we use ChatGPT for homework?,3,player2,40.0,60,70.0,10.0
69acf88f5fed646a87b96686,firm,1,Should we use ChatGPT for homework?,4,player2,70.0,30,80.0,30.0
69ad8d59dc9510c9e01638e5,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,0,player1,50.0,0,0.0,0.0
69ad8d59dc9510c9e01638e5,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player1,4.0,14,86.0,-46.0
69ad8d59dc9510c9e01638e5,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player1,5.0,12,88.0,1.0
69ad8d59dc9510c9e01638e5,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,3,player1,7.0,10,90.0,2.0
69ad8d59dc9510c9e01638e5,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,4,player1,6.0,10,90.0,-1.0
69ad8d59dc9510c9e01638e5,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,5,player1,3.0,9,95.0,-3.0
69ad8d59dc9510c9e01638e5,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,1,player2,85.0,20,90.0,0.0
69ad8d59dc9510c9e01638e5,firm,3,Go for higher pay at expense of social life (For) or take lower pay to enjoy life (Against)?,2,player2,100.0,20,85.0,15.0
